name,address,price,latitude,longitude
Chevron,"30832 Santa Margarita Pkwy, Rancho Santa Margarita, CA",,33.644031220557,-117.59347516348
ARCO,"27402 Antonio Pkwy, Ladera Ranch, CA",,33.565244308018,-117.628735577543
Shell,"28632 Oso Pkwy, Rancho Santa Margarita, CA",$4.89,33.587032932816,-117.623272921355
Shell,"27600 Marguerite Pkwy, Mission Viejo, CA",$4.49,33.563313691497,-117.658012348175
ARCO,"27682 Crown Valley Pkwy, Mission Viejo, CA",$4.43,33.559514022619,-117.671827181458
76,"26411 Crown Valley Pkwy, Mission Viejo, CA",$4.49,33.564142910559,-117.660494222222
Chevron,"27742 Crown Valley Pkwy, Mission Viejo, CA",$4.89,33.560698601778,-117.670483311425
Mobil,"26052 Marguerite Pkwy, Mission Viejo, CA",$4.74,33.585127223962,-117.65995687482
Chevron,"28692 Camino Capistrano, San Juan Capistrano, CA",,33.546921576094,-117.674087269443
ARCO,"28662 Camino Capistrano, Laguna Niguel, CA",$4.69,33.547471464827,-117.674082202168
Chevron,"26302 Oso Pkwy, Mission Viejo, CA",$4.79,33.580016083629,-117.670820045096
Costco,"27972 Cabot Rd, Laguna Niguel, CA",$4.19,33.556928559802,-117.678888496784
76,"26282 Oso Pkwy, Mission Viejo, CA",$4.74,33.580014807541,-117.670945102348
Berri Brothers,"25122 Marguerite Pkwy, Mission Viejo, CA",$3.99,33.598058119451,-117.657514745321
Chevron,"26571 Junipero Serra Rd, San Juan Capistrano, CA",$4.99,33.519985467657,-117.668301496526
76,"26572 Junipero Serra Rd, San Juan Capistrano, CA",,33.519870876273,-117.668291642079
Shell,"28922 Golden Lantern St, Laguna Niguel, CA",,33.543055381355,-117.691498924686
76,"27271 Trabuco Rd, Mission Viejo, CA",$4.24,33.613432658031,-117.654988303306
Shell,"25561 Jeronimo Rd, Mission Viejo, CA",$4.29,33.622014888274,-117.68348675992
ARCO,"27682 Crown Valley Pkwy, Mission Viejo, CA",$4.43,33.559514022619,-117.671827181458
76,"26411 Crown Valley Pkwy, Mission Viejo, CA",$4.49,33.564142910559,-117.660494222222
Chevron,"27650 Santa Margarita Pkwy, Mission Viejo, CA",$4.59,33.653410659489,-117.647381039448
Mobil,"26811 Trabuco Rd, Mission Viejo, CA",$4.79,33.622078427441,-117.660146545003
76,"26282 Oso Pkwy, Mission Viejo, CA",$4.74,33.580014807541,-117.670945102348
Chevron,"26302 Oso Pkwy, Mission Viejo, CA",$4.79,33.580016083629,-117.670820045096
Chevron,"27742 Crown Valley Pkwy, Mission Viejo, CA",$4.89,33.560698601778,-117.670483311425
ARCO,"23921 Alicia Pkwy, Mission Viejo, CA",$4.89,33.61504241035,-117.678737262451
ARCO,"26001 La Paz Rd, Mission Viejo, CA",$5.09,33.599205879057,-117.675790919308
Berri Brothers,"25122 Marguerite Pkwy, Mission Viejo, CA",$3.99,33.598058119451,-117.657514745321
Mobil,"23002 Alicia Pkwy, Mission Viejo, CA",$4.49,33.629047665277,-117.634323542752
Shell,"27600 Marguerite Pkwy, Mission Viejo, CA",$4.49,33.563313691497,-117.658012348175
Mobil,"26052 Marguerite Pkwy, Mission Viejo, CA",$4.74,33.585127223962,-117.65995687482
Shell,"28632 Oso Pkwy, Rancho Santa Margarita, CA",$4.89,33.587032932816,-117.623272921355
Circle K,"31601 Riverside Dr, Lake Elsinore, CA",$4.33,33.680456895218,-117.37040893108
ARCO,"16851 Lakeshore Dr, Lake Elsinore, CA",,33.684313508992,-117.366246190682
Chevron,"16830 Lakeshore Dr, Lake Elsinore, CA",$4.69,33.685434410773,-117.36793208393
Vons,"11800 De Palma Rd, Corona, CA",$4.04,33.746244536988,-117.453153439142
Shell,"21712 Plano Trabuco Rd, Trabuco Canyon, CA",$4.27,33.64171574557,-117.578594346188
ARCO,"19930 Collier Ave, Lake Elsinore, CA",$4.29,33.681908757687,-117.329013053447
ARCO,"200 W Graham Ave, Lake Elsinore, CA",$4.23,33.668398746211,-117.32906873744
Chevron,"18451 Dexter Ave, Lake Elsinore, CA",$4.79,33.692892917545,-117.335867330686
Chevron,"30832 Santa Margarita Pkwy, Rancho Santa Margarita, CA",,33.644031220557,-117.59347516348
ARCO,"29355 Central Ave, Lake Elsinore, CA",$4.39,33.693801872219,-117.335692607384
Costco,"29315 Central Ave, Lake Elsinore, CA",$4.25,33.694214748273,-117.335221579738
Mobil,"29300 Central Ave, Lake Elsinore, CA",$4.59,33.694280364792,-117.334956827472
Mobil,"301 N Main St, Lake Elsinore, CA",$4.49,33.671677808263,-117.326290061058
7-Eleven,"515 N Main St, Lake Elsinore, CA",$4.29,33.675372683945,-117.324833377785
Chevron,"510 N Main St, Lake Elsinore, CA",,33.67527311857,-117.324728253327
ARCO,"1131 S Main St, Santa Ana, CA",$3.89,33.734138461341,-117.867663973011
Chevron,"400 E 17th St, Santa Ana, CA",$4.59,33.7599638597,-117.863932483336
Chevron,"401 N Grand Ave, Santa Ana, CA",$4.69,33.748107217468,-117.851781042824
ARCO,"302 W First St, Santa Ana, CA",$4.39,33.745365861673,-117.869803064753
ARCO,"1222 E First St, Santa Ana, CA",,33.745405620466,-117.852675774049
ARCO,"302 W First St, Santa Ana, CA",$4.39,33.745365861673,-117.869803064753
Stars & Stripes Travel Center,"1465 S Main St, Santa Ana, CA",$3.79,33.728031553864,-117.867729369543
ARCO,"1131 S Main St, Santa Ana, CA",$3.89,33.734138461341,-117.867663973011
Chevron,"1501 S Broadway, Santa Ana, CA",$4.69,33.757890963527,-117.869610902148
Chevron,"1104 S Bristol St, Santa Ana, CA",$4.79,33.730730991904,-117.885210144003
Speedway Express,"1539 S Standard Ave, Santa Ana, CA",$3.79,33.727887718558,-117.856372512888
Chevron,"801 N Bristol St, Santa Ana, CA",$4.69,33.751572529875,-117.88504089437
ARCO,"1222 E First St, Santa Ana, CA",,33.745405620466,-117.852675774049
Shell,"1501 E Edinger Ave, Santa Ana, CA",,33.726894502739,-117.850417889724
G&M,"1904 W 1st St, Santa Ana, CA",$3.99,33.745230624169,-117.896100077793
Chevron,"401 N Grand Ave, Santa Ana, CA",$4.69,33.748107217468,-117.851781042824
Shell,"1501 E Edinger Ave, Santa Ana, CA",$4.67,33.726894502739,-117.850417889724
Mobil,"1502 E Edinger Ave, Santa Ana, CA",$4.69,33.72666292884,-117.850379932201
76,"1913 W Edinger Ave, Santa Ana, CA",$4.38,33.727269195248,-117.89420820905
D & L Gas,"1620 N Broadway, Santa Ana, CA",$3.79,33.759158852305,-117.869735800201
ARCO,"220 W 17th St, Santa Ana, CA",$3.75,33.759981859972,-117.868882074888
World,"1702 N Broadway, Santa Ana, CA",$3.69,33.760175402966,-117.86972380579
Chevron,"400 E 17th St, Santa Ana, CA",$4.59,33.7599638597,-117.863932483336
Chevron,"2603 S Main St, Santa Ana, CA",$4.55,33.711127754296,-117.867943079144
76,"617 E 17th St, Santa Ana, CA",$4.49,33.76012430902,-117.861127310285
G&M,"1904 W 1st St, Santa Ana, CA",$3.99,33.745230624169,-117.896100077793
G&M,"5201 W 1st St, Santa Ana, CA",$3.99,33.745191589136,-117.937578822018
Valero,"4502 Westminster Ave, Santa Ana, CA",$3.99,33.759657863335,-117.929030688447
Chevron,"4505 W 1st St, Santa Ana, CA",$4.49,33.745228456352,-117.92892578427
Mobil,"2702 W 1st St, Santa Ana, CA",$4.69,33.745212863656,-117.905390075078
Chevron,"801 N Bristol St, Santa Ana, CA",$4.69,33.751572529875,-117.88504089437
United Oil,"5142 W 1st St, Santa Ana, CA",$3.89,33.744987865386,-117.936246129885
ARCO,"2646 W 1st St, Santa Ana, CA",,33.745216646253,-117.904408718604
Speedway Express,"2730 W McFadden Ave, Santa Ana, CA",$3.83,33.734457864862,-117.905253755532
ARCO,"2721 W Edinger Ave, Santa Ana, CA",$3.81,33.727366624059,-117.905841139635
Chevron,"702 S Harbor Blvd, Santa Ana, CA",$4.35,33.738196341662,-117.920166098738
76,"1913 W Edinger Ave, Santa Ana, CA",$4.38,33.727269195248,-117.89420820905
Mobil,"3470 S Fairview St, Costa Mesa, CA",$4.45,33.701216697068,-117.907900267422
Shell,"3820 S Fairview St, Santa Ana, CA",$4.49,33.69623916535,-117.907892586786
Chevron,"1104 S Bristol St, Santa Ana, CA",$4.79,33.730730991904,-117.885210144003
Chevron,"3801 S Bristol St, Santa Ana, CA",$4.89,33.697379827552,-117.885329446707
7-Eleven,"2217 E 17th St, Santa Ana, CA",$3.95,33.760030070582,-117.83547564841
7-Eleven,"1700 E Dyer Rd, Santa Ana, CA",$4.05,33.708428740924,-117.850420409109
US Gas,"401 N Tustin Ave, Santa Ana, CA",$3.95,33.748315983527,-117.834071145526
Ezy Gas,"320 N Tustin Ave, Santa Ana, CA",$3.95,33.747518426366,-117.834203873513
G&M,"2302 N Grand Ave, Santa Ana, CA",$4.19,33.767331180163,-117.851582824633
ARCO,"1727 E Dyer Rd, Santa Ana, CA",$4.09,33.708639879165,-117.848759917953
Mobil,"2231 N Grand Ave, Santa Ana, CA",$4.39,33.76592293364,-117.851446512585
Mobil,"1351 E Dyer Rd, Santa Ana, CA",$4.59,33.70869746117,-117.852909325606
Chevron,"2650 N Grand Ave, Santa Ana, CA",$4.59,33.772434759126,-117.852759096035
Mobil,"1502 E Edinger Ave, Santa Ana, CA",$4.69,33.72666292884,-117.850379932201
Shell,"1501 E Edinger Ave, Santa Ana, CA",$4.67,33.726894502739,-117.850417889724
Shell,"710 E Dyer Rd, Santa Ana, CA",$4.79,33.708499934068,-117.855965455418
Shell,"1501 E Edinger Ave, Santa Ana, CA",,33.726894502739,-117.850417889724
Shell,"2120 McFadden Ave, Santa Ana, CA",,33.733764861158,-117.836737571396
Speedway Express,"2940 N Bristol St, Santa Ana, CA",$3.84,33.778360248682,-117.884418088599
World,"1702 N Broadway, Santa Ana, CA",$3.69,33.760175402966,-117.86972380579
ARCO,"220 W 17th St, Santa Ana, CA",$3.75,33.759981859972,-117.868882074888
D & L Gas,"1620 N Broadway, Santa Ana, CA",$3.79,33.759158852305,-117.869735800201
76,"617 E 17th St, Santa Ana, CA",$4.49,33.76012430902,-117.861127310285
Shell,"2641 N Bristol St, Santa Ana, CA",$4.59,33.772450063395,-117.884682511052
Chevron,"2261 N Fairview St, Santa Ana, CA",,33.766736624597,-117.902865755665
Stars & Stripes Travel Center,"1465 S Main St, Santa Ana, CA",$3.79,33.728031553864,-117.867729369543
Speedway Express,"1539 S Standard Ave, Santa Ana, CA",$3.79,33.727887718558,-117.856372512888
ARCO,"3414 S Main St, Santa Ana, CA",$4.39,33.701023582405,-117.868269623744
Chevron,"2603 S Main St, Santa Ana, CA",$4.55,33.711127754296,-117.867943079144
Mobil,"100 W MacArthur Blvd, Santa Ana, CA",$4.59,33.699871756356,-117.868278826102
Chevron,"1501 S Broadway, Santa Ana, CA",$4.69,33.727113863735,-117.86980951133
Chevron,"3301 S Bristol St, Santa Ana, CA",$4.69,33.70364139727,-117.885371098979
76,"2921 S Bristol St, Santa Ana, CA",$4.89,33.708446898531,-117.885299085707
ARCO,"10975 Edinger Ave, Fountain Valley, CA",$3.73,33.731023001125,-117.937660255848
Sam's Club,"17099 Brookhurst St, Fountain Valley, CA",$3.79,33.712674562581,-117.954620332936
Costco,"17900 Newhope St, Fountain Valley, CA",$3.79,33.703677408839,-117.934474688905
Berri Brothers,"18025 Magnolia St, Fountain Valley, CA",$3.85,33.700948603672,-117.97182944393
ARCO,"18480 Brookhurst St, Fountain Valley, CA",$4.05,33.694411752497,-117.954042731412
Speedway Express,"18520 Brookhurst St, Fountain Valley, CA",$4.05,33.693941182541,-117.954035610619
Berri Brothers,"17971 Brookhurst St, Fountain Valley, CA",$4.09,33.702520855208,-117.954499412108
ARCO,"8520 Warner Ave, Fountain Valley, CA",$4.09,33.715611871124,-117.980267418769
Circle K,"17966 Brookhurst St, Fountain Valley, CA",$4.19,33.702255567009,-117.954162018861
Shell,"16969 Brookhurst St, Fountain Valley, CA",$4.39,33.716768900282,-117.954687954629
ARCO,"17520 Brookhurst St, Fountain Valley, CA",$4.37,33.708507256489,-117.954243013281
ARCO,"17475 Brookhurst St, Fountain Valley, CA",$4.47,33.709356084695,-117.954606661278
Mobil,"9024 Warner Ave, Fountain Valley, CA",$4.49,33.715712080657,-117.971348124555
Chevron,"17980 Magnolia St, Fountain Valley, CA",$4.69,33.701672066595,-117.971526496841
Chevron,"8980 Warner Ave, Fountain Valley, CA",$4.69,33.715688819206,-117.972375986629
Chevron,"10020 Warner Ave, Fountain Valley, CA",$4.85,33.716124869604,-117.953741469993
Shell,"18975 Magnolia St, Fountain Valley, CA",$4.54,33.687625845881,-117.971611621541
76,"11470 Edinger Ave, Fountain Valley, CA",,33.730090777789,-117.925313010169
Mobil,"9020 Edinger Ave, Fountain Valley, CA",,33.730227869011,-117.971791517467
Mobil,"4502 E Chapman Ave, Orange, CA",,33.787682344053,-117.805603521151
76,"17280 E 17th St, Tustin, CA",,33.759783857772,-117.82867856548
Chevron,"4035 E Chapman Ave, Orange, CA",$4.69,33.787823059859,-117.810880209612
76,"5344 E Chapman Ave, Orange, CA",,33.787638852838,-117.796440628699
Chevron,"17241 E 17th St, Tustin, CA",$4.79,33.75998844918,-117.829298823152
Valero,"3301 E Chapman Ave, Orange, CA",$4.39,33.787843445424,-117.818306966521
7-Eleven,"2937 E Chapman Ave, Orange, CA",$3.99,33.787852445628,-117.822017074086
7-Eleven,"2217 E 17th St, Santa Ana, CA",$3.95,33.760030070582,-117.83547564841
Chevron,"13561 Newport Ave, Tustin, CA",$4.69,33.742550746193,-117.817913539754
Shell,"889 S Tustin St, Orange, CA",$4.29,33.773681529153,-117.835541394164
Mobil,"2504 E Chapman Ave, Orange, CA",$4.47,33.787746854517,-117.826963477747
Shell,"395 W 1st St, Tustin, CA",$4.39,33.745813450676,-117.827377313208
76,"615 S Tustin St, Orange, CA",$3.95,33.779038923757,-117.835667971042
Shell,"17241 Irvine Blvd, Tustin, CA",$4.35,33.748346231424,-117.830826862576
US Gas,"401 N Tustin Ave, Santa Ana, CA",$3.95,33.748315983527,-117.834071145526
Chevron,"325 N Tustin Ave, Santa Ana, CA",$4.95,33.747559111829,-117.834066384634
SC Fuels,"13922 Newport Ave, Tustin, CA",,33.738852668016,-117.821347453482
ARCO,"291 S Tustin St, Orange, CA",$3.89,33.784357293964,-117.835658966245
Ezy Gas,"320 N Tustin Ave, Santa Ana, CA",$3.95,33.747518426366,-117.834203873513
Shell,"1914 E Chapman Ave, Orange, CA",$4.39,33.787764854857,-117.833137545393
ARCO,"302 W First St, Santa Ana, CA",$4.39,33.745365861673,-117.869803064753
Chevron,"801 N Bristol St, Santa Ana, CA",$4.69,33.751572529875,-117.88504089437
D & L Gas,"1620 N Broadway, Santa Ana, CA",$3.79,33.759158852305,-117.869735800201
ARCO,"220 W 17th St, Santa Ana, CA",$3.75,33.759981859972,-117.868882074888
World,"1702 N Broadway, Santa Ana, CA",$3.69,33.760175402966,-117.86972380579
Chevron,"400 E 17th St, Santa Ana, CA",$4.59,33.7599638597,-117.863932483336
G&M,"1904 W 1st St, Santa Ana, CA",$3.99,33.745230624169,-117.896100077793
76,"617 E 17th St, Santa Ana, CA",$4.49,33.76012430902,-117.861127310285
ARCO,"1131 S Main St, Santa Ana, CA",$3.89,33.734138461341,-117.867663973011
Chevron,"1104 S Bristol St, Santa Ana, CA",$4.79,33.730730991904,-117.885210144003
Chevron,"401 N Grand Ave, Santa Ana, CA",$4.69,33.748107217468,-117.851781042824
ARCO,"1222 E First St, Santa Ana, CA",,33.745405620466,-117.852675774049
Stars & Stripes Travel Center,"1465 S Main St, Santa Ana, CA",$3.79,33.728031553864,-117.867729369543
Chevron,"1501 S Broadway, Santa Ana, CA",$4.69,33.757890963527,-117.869610902148
Shell,"2641 N Bristol St, Santa Ana, CA",$4.59,33.772450063395,-117.884682511052
Mobil,"2702 W 1st St, Santa Ana, CA",$4.69,33.745212863656,-117.905390075078
ARCO,"2646 W 1st St, Santa Ana, CA",,33.745216646253,-117.904408718604
G&M,"2302 N Grand Ave, Santa Ana, CA",$4.19,33.767331180163,-117.851582824633
Mobil,"2231 N Grand Ave, Santa Ana, CA",$4.39,33.76592293364,-117.851446512585
76,"1913 W Edinger Ave, Santa Ana, CA",$4.38,33.727269195248,-117.89420820905
Costco,"17900 Newhope St, Fountain Valley, CA",$3.79,33.703677408839,-117.934474688905
76,"11470 Edinger Ave, Fountain Valley, CA",,33.730090777789,-117.925313010169
ARCO,"10975 Edinger Ave, Fountain Valley, CA",$3.73,33.731023001125,-117.937660255848
Chevron,"10020 Warner Ave, Fountain Valley, CA",$4.85,33.716124869604,-117.953741469993
Shell,"16969 Brookhurst St, Fountain Valley, CA",$4.39,33.716768900282,-117.954687954629
ARCO,"17520 Brookhurst St, Fountain Valley, CA",$4.37,33.708507256489,-117.954243013281
Sam's Club,"17099 Brookhurst St, Fountain Valley, CA",$3.79,33.712674562581,-117.954620332936
ARCO,"17475 Brookhurst St, Fountain Valley, CA",$4.47,33.709356084695,-117.954606661278
ARCO,"2721 W Edinger Ave, Santa Ana, CA",$3.81,33.727366624059,-117.905841139635
Circle K,"17966 Brookhurst St, Fountain Valley, CA",$4.19,33.702255567009,-117.954162018861
Chevron,"702 S Harbor Blvd, Santa Ana, CA",$4.35,33.738196341662,-117.920166098738
Berri Brothers,"17971 Brookhurst St, Fountain Valley, CA",$4.09,33.702520855208,-117.954499412108
Shell,"3820 S Fairview St, Santa Ana, CA",$4.49,33.69623916535,-117.907892586786
Mobil,"3470 S Fairview St, Costa Mesa, CA",$4.45,33.695980128857,-117.907539220488
ARCO,"3201 Harbor Blvd, Costa Mesa, CA",$3.99,33.687088462393,-117.919559755116
Speedway Express,"2730 W McFadden Ave, Santa Ana, CA",$3.83,33.734457864862,-117.905253755532
Chevron,"3190 Harbor Blvd, Costa Mesa, CA",$4.79,33.686733115084,-117.919230776546
ARCO,"18480 Brookhurst St, Fountain Valley, CA",$4.05,33.694411752497,-117.954042731412
Speedway Express,"18520 Brookhurst St, Fountain Valley, CA",$4.05,33.693941182541,-117.954035610619
7-Eleven,"1700 E Dyer Rd, Santa Ana, CA",$4.05,33.708428740924,-117.850420409109
Shell,"1501 E Edinger Ave, Santa Ana, CA",,33.726894502739,-117.850417889724
Speedway Express,"1539 S Standard Ave, Santa Ana, CA",$3.79,33.727887718558,-117.856372512888
Mobil,"1502 E Edinger Ave, Santa Ana, CA",$4.69,33.72666292884,-117.850379932201
Mobil,"1351 E Dyer Rd, Santa Ana, CA",$4.59,33.70869746117,-117.852909325606
Shell,"710 E Dyer Rd, Santa Ana, CA",$4.79,33.708499934068,-117.855965455418
Shell,"1501 E Edinger Ave, Santa Ana, CA",$4.67,33.726894502739,-117.850417889724
ARCO,"1727 E Dyer Rd, Santa Ana, CA",$4.09,33.708639879165,-117.848759917953
Chevron,"2603 S Main St, Santa Ana, CA",$4.55,33.711127754296,-117.867943079144
Stars & Stripes Travel Center,"1465 S Main St, Santa Ana, CA",$3.79,33.728031553864,-117.867729369543
Chevron,"1501 S Broadway, Santa Ana, CA",$4.69,33.757890963527,-117.869610902148
ARCO,"1131 S Main St, Santa Ana, CA",$3.89,33.734138461341,-117.867663973011
76,"1001 E Edinger Ave, Tustin, CA",$4.47,33.726343267521,-117.833937198243
Shell,"2120 McFadden Ave, Santa Ana, CA",,33.733764861158,-117.836737571396
ARCO,"3414 S Main St, Santa Ana, CA",$4.39,33.701023582405,-117.868269623744
Alliance,"16851 E McFadden Ave, Tustin, CA",$3.97,33.733879610324,-117.835375845754
Mobil,"100 W MacArthur Blvd, Santa Ana, CA",$4.59,33.699871756356,-117.868278826102
ARCO,"1222 E First St, Santa Ana, CA",,33.745405620466,-117.852675774049
Sinclair,"14391 Newport Ave, Tustin, CA",$3.89,33.733743424295,-117.826825005126
Berri Brothers,"14501 Red Hill Ave, Tustin, CA",$3.87,33.726523932556,-117.822504832042
Arco TopTier Gas,"14244 Newport Ave, Tustin, CA",$3.89,33.735289943415,-117.824894805195
ARCO,"14231 Red Hill Ave, Tustin, CA",$4.07,33.731276875922,-117.8177437963
Alliance,"16851 E McFadden Ave, Tustin, CA",$3.97,33.733879610324,-117.835375845754
Shell,"14121 Newport Ave, Tustin, CA",$4.19,33.735457488918,-117.825118697142
Mobil,"13872 Red Hill Ave, Tustin, CA",$4.39,33.734634809939,-117.814224648692
Shell,"395 W 1st St, Tustin, CA",$4.39,33.745813450676,-117.827377313208
Shell,"13891 Red Hill Ave, Tustin, CA",$4.39,33.734492379812,-117.814546294137
Shell,"17241 Irvine Blvd, Tustin, CA",$4.35,33.748346231424,-117.830826862576
76,"1001 E Edinger Ave, Tustin, CA",$4.47,33.726343267521,-117.833937198243
76,"3017 Edinger Ave, Tustin, CA",$4.49,33.707030775649,-117.807081979429
Chevron,"13561 Newport Ave, Tustin, CA",$4.69,33.742550746193,-117.817913539754
Chevron,"17241 E 17th St, Tustin, CA",$4.79,33.75998844918,-117.829298823152
Chevron,"325 N Tustin Ave, Santa Ana, CA",$4.95,33.747559111829,-117.834066384634
76,"17280 E 17th St, Tustin, CA",,33.759783857772,-117.82867856548
SC Fuels,"13922 Newport Ave, Tustin, CA",,33.738852668016,-117.821347453482
Chevron,"14082 Red Hill Ave, Tustin, CA",,33.732384130351,-117.816468490764
ARCO,"14231 Red Hill Ave, Tustin, CA",$4.07,33.731276875922,-117.8177437963
Shell,"14121 Newport Ave, Tustin, CA",$4.19,33.735457488918,-117.825118697142
Mobil,"13872 Red Hill Ave, Tustin, CA",$4.39,33.734634809939,-117.814224648692
Sinclair,"14391 Newport Ave, Tustin, CA",$3.89,33.733743424295,-117.826825005126
SC Fuels,"13922 Newport Ave, Tustin, CA",,33.738852668016,-117.821347453482
Shell,"395 W 1st St, Tustin, CA",$4.39,33.745813450676,-117.827377313208
Chevron,"14082 Red Hill Ave, Tustin, CA",,33.732384130351,-117.816468490764
Shell,"13891 Red Hill Ave, Tustin, CA",$4.39,33.734492379812,-117.814546294137
Berri Brothers,"14501 Red Hill Ave, Tustin, CA",$3.87,33.726523932556,-117.822504832042
Arco TopTier Gas,"14244 Newport Ave, Tustin, CA",$3.89,33.735289943415,-117.824894805195
Chevron,"13561 Newport Ave, Tustin, CA",$4.69,33.742550746193,-117.817913539754
Alliance,"16851 E McFadden Ave, Tustin, CA",$3.97,33.733879610324,-117.835375845754
Shell,"2120 McFadden Ave, Santa Ana, CA",,33.733764861158,-117.836737571396
Shell,"17241 Irvine Blvd, Tustin, CA",$4.35,33.748346231424,-117.830826862576
76,"1001 E Edinger Ave, Tustin, CA",$4.47,33.726343267521,-117.833937198243
Chevron,"325 N Tustin Ave, Santa Ana, CA",$4.95,33.747559111829,-117.834066384634
US Gas,"401 N Tustin Ave, Santa Ana, CA",$3.95,33.748315983527,-117.834071145526
Ezy Gas,"320 N Tustin Ave, Santa Ana, CA",$3.95,33.747518426366,-117.834203873513
Costco,"2655 El Camino Real, Tustin, CA",$3.99,33.726972435805,-117.796410705157
Chevron,"2740 Bryan Ave, Tustin, CA",$4.89,33.727604271733,-117.793542629687
Costco,"2655 El Camino Real, Tustin, CA",$3.99,33.726972435805,-117.796410705157
Shell,"13131 Jamboree Rd, Tustin, CA",$4.65,33.729718857946,-117.787898487938
Chevron,"2740 Bryan Ave, Tustin, CA",$4.89,33.727604271733,-117.793542629687
Thrifty,"2811 W Lincoln Ave, Anaheim, CA",$3.75,33.832186335733,-117.985255103106
World,"1201 N Harbor Blvd, Anaheim, CA",$3.79,33.850853101241,-117.924365072725
ARCO,"2604 W La Palma Ave, Anaheim, CA",$3.89,33.84676885617,-117.976370283331
76,"2790 W Lincoln Ave, Anaheim, CA",$4.34,33.832033932723,-117.984364969345
Mobil,"1100 N Euclid St, Anaheim, CA",$4.49,33.847145389268,-117.941599048368
Chevron,"2175 W La Palma Ave, Anaheim, CA",$4.59,33.847028386382,-117.956925535168
Chevron,"1101 N Magnolia Ave, Anaheim, CA",$4.69,33.846882403904,-117.976198095498
76,"2585 W La Palma Ave, Anaheim, CA",$4.69,33.846893077135,-117.975567365669
Chevron,"700 N Brookhurst St, Anaheim, CA",$4.69,33.840343887419,-117.9589893289
ARCO,"1700 W La Palma Ave, Anaheim, CA",,33.847029854213,-117.941735867408
76,"1200 N Euclid St, Anaheim, CA",,33.850774025023,-117.941668642892
ARCO,"530 N Brookhurst St, Anaheim, CA",,33.838500248796,-117.958957105335
SC Fuels,"1431 N Raymond Ave, Anaheim, CA",,33.855288313904,-117.906811495695
Shell,"1198 W Ball Rd, Anaheim, CA",,33.817977856734,-117.928358921107
Berri Brothers,"260 S Euclid St, Anaheim, CA",$3.89,33.829776045169,-117.941413409674
ARCO,"2101 S Harbor Blvd, Anaheim, CA",$3.89,33.796034495369,-117.91515715459
Mobil,"1680 W Broadway, Anaheim, CA",$4.49,33.828822307775,-117.940634983288
JZ Oil,"1037 W Ball Rd, Anaheim, CA",$4.77,33.818197050094,-117.922944929579
Chevron,"100 E Katella Ave, Anaheim, CA",$4.79,33.803136857201,-117.906685341435
Chevron,"2100 S Harbor Blvd, Anaheim, CA",$4.49,33.796037254793,-117.915019302523
Gulf,"3300 E Imperial Hwy, Brea, CA",$3.65,33.909547335782,-117.852384099758
76,"2405 E Imperial Hwy, Brea, CA",,33.911119262203,-117.869592044373
Chevron,"18121 Imperial Hwy, Yorba Linda, CA",$4.69,33.891743123075,-117.817394319372
Chevron,"17499 Yorba Linda Blvd, Yorba Linda, CA",$4.69,33.888580434638,-117.828718416715
Mobil,"17591 Yorba Linda Blvd, Yorba Linda, CA",$4.79,33.888581619463,-117.827133390047
ARCO,"1202 E Yorba Linda Blvd, Placentia, CA",$3.79,33.88822508161,-117.841543841139
ARCO,"102 E Yorba Linda Blvd, Placentia, CA",$3.79,33.887923435924,-117.865754842191
ARCO,"3302 S Diamond Bar Blvd, Diamond Bar, CA",,33.967801609834,-117.847300281208
Shell,"3241 S Brea Canyon Rd, Diamond Bar, CA",$4.29,33.969016689661,-117.846829673451
76,"1200 E Imperial Hwy, Brea, CA",$3.99,33.911651092933,-117.887748849405
76,"600 N Rose Dr, Placentia, CA",$4.53,33.875812159479,-117.843171038156
Shell,"2960 Yorba Linda Blvd, Fullerton, CA",$4.59,33.888986961469,-117.875453878696
Chevron,"19751 Yorba Linda Blvd, Yorba Linda, CA",$4.79,33.888877825839,-117.790639425568
76,"798 N Brea Blvd, Brea, CA",,33.931966406932,-117.893912459511
Chevron,"700 E Imperial Hwy, Brea, CA",$4.75,33.914016237575,-117.893977705645
ARCO,"100 S Beach Blvd, Anaheim, CA",$3.69,33.831928305296,-117.99333836438
Berri Brothers,"2180 W Ball Rd, Anaheim, CA",$3.71,33.817716858424,-117.958264343302
ARCO,"9472 Katella Ave, Anaheim, CA",$3.75,33.802882355746,-117.968248574906
76,"3450 W Ball Rd, Anaheim, CA",$3.89,33.817203473592,-118.009379161566
G&M,"300 S Brookhurst Ave, Anaheim, CA",$3.89,33.828840857208,-117.958850906323
VP Racing Fuels,"8971 Katella Ave, Anaheim, CA",$3.95,33.803116452467,-117.976378426245
ARCO,"1201 S Brookhurst St, Anaheim, CA",$3.99,33.817707509528,-117.9589974206
Chevron,"984 S Beach Blvd, Anaheim, CA",$4.59,33.8176929484,-117.993181410123
Chevron,"3490 W Lincoln Ave, Anaheim, CA",$4.59,33.831774859739,-118.010298368412
Speedway Express,"304 S Magnolia Ave, Anaheim, CA",,33.828479966594,-117.975872553511
Speedway Express,"2800 W Ball Rd, Anaheim, CA",,33.817446153428,-117.984655977659
ARCO,"1801 S State College Blvd, Anaheim, CA",$3.85,33.803190856228,-117.889261344424
Excaliber Fuels,"1199 S State College Blvd, Anaheim, CA",$3.79,33.818156233736,-117.889336893959
